text,sentiment
"the calendar year has not even reached its midway point , but that hasn't prevented columbia pictures from trotting out a lavish period drama more befitting of the winter oscar-bait season . 
bille august's high-profile adaptation of victor hugo's classic les miserables delivers everything one would expect from a classy hollywood epic--handsome production values , strong performances by a top-notch cast , a literate screenplay--with one critically missing element : emotional sweep . 
for those not familiar with hugo's original novel or the hit stage musical it inspired , the hook of les miserables essentially boils down to something like a 19th-century french-set version of the fugitive . 
after serving 19 years in a prison work camp for stealing a loaf of bread , the brutish jean valjean ( liam neeson ) is paroled . 
immediately upon release , he steals valuable silverware from a kindly bishop who takes him in for a night ; he is caught by authorities , only to be forgiven by the bishop , who lets valjean keep the silver to start a new life on the straight and narrow . 
that he does , and in doing so breaks his parole , which sets the obsessively determined inspector javert ( geoffrey rush ) , who was one of the guards in valjean's prison camp , on his trail . 
thematically , however , les miserables is a story about redemption , which valjean finds through his dealings with two women , the hard-luck factory-worker-turned-prostitute fantine ( uma thurman ) , and her illegitimate daughter , cosette . 
years after breaking parole , valjean becomes mayor of the town of vigau , where he forms a warm friendship with fantine after saving her from an unjust arrest by javert . 
valjean promises the gravely ill fantine he will rescue the young cosette ( mimi newman ) from her cruel caretakers , the thenardiers , and raise the child as his own . 
the "" father "" and "" daughter "" eventually land in paris , where the teenage cosette ( claire danes ) falls for dashing student revolutionary marius ( hans matheson ) . 
the decades-spanning story is the stuff that cinematic epics are made of , and the danish august turns in his most accomplished english-language work , following the underrated 1994 superstar soap the house of the spirits and last year's stylish but highly preposterous mystery smilla's sense of snow . 
he and screenwriter rafael yglesias bring the sprawling tale into clear focus and keep the events moving at a brisk pace . 
production designer anna asp , costume designer gabriella pescucci , and cinematographer jorgen persson give les miserables a sumptuous period look whose accomplishment is mostly matched by the efforts of the cast . 
neeson is commanding yet endearingly vulnerable ; rush's finely modulated menace is far more rewarding than his overrated , oscar-winning theatrics in shine ; and thurman disappears nicely into her highly unglamorous role . 
the younger members of the cast fare less well . 
danes is convincing as cosette , but her overdone lip quivering during her crying scenes becomes a distraction ; and matheson , while competent , is a less interesting robert sean leonard . 
as technically adept and cerebrally engaging the film is , by the time les miserables was over , my emotions had only been superficially involved . 
while i was touched by valjean's relationships with fantine and cosette , i was not moved . 
not even reaching the "" touching "" level is the cosette-marius pairing . 
my only previous experience with les miserables is with the musical ( as i am sure many others' is ) , and i was dismayed to see eponine , a friend of marius's who selflessly dies in the name of her unspoken love for him , almost completely jettisoned from this adaptation ( the daughter of the thenardiers , here she is only briefly seen as a child ) . 
her presence would have added some much-needed conflict and emotional heft to the youthful romance , but i suppose august and yglesias felt one tragic heroine ( fantine ) was enough . 
even so , as 1998 creeps into summer blockbuster season , les miserables is a thoughtful , well-made , entertaining film , one that will sate moviegoers hungry for a dose of drama before popcorn no-brainers invade the multiplex . 
",pos
"anna and the king strides onto the screen in full regalia , wearing a brilliant suit of sumptuous landscapes , deep , vibrant colors and an epic storyline . 
it's true beauty comes from it's subtle ruminations on the politics of power , whether it's between governments , or the interplay between a man and a woman . 
anna ( jodie foster ) is a widowed british schoolteacher with a touch of wanderlust trying to grasp her quicksilver feelings concerning the recent death of her husband . 
with son in tow , she takes the employ of king mongkut ( chow yun-fat ) to tutor his son in the english language . 
mongkut sees the strength of the british and correctly surmises that his country's future lies in opening itself up to the ways of the western world . 
anna function is to help provide that link . 
the core of the film , of course , deals with the blossoming love between anna and mongkut as it attempts to germinate in the unfriendly soil of a shifting political climate . 
foster plays anna with equal parts clenched jaw and wide-eyed wonder . 
she is assertive , yet , respectful of the king as she initially tries to impose her western sensibilities upon him . 
it is one of foster's strongest performances since silence of the lambs in a role she could not have played earlier in her career . 
she brings a mature self- awareness and determination that might not have come across from a younger foster . 
it's a joy to watch her cagily bargain for her own measure of influence within the realm of mongkut's monarchy . 
when she makes her entrance into a politically charged banquet mid-film , she exudes a hypnotic beauty that is deepened by her textured performance . 
chow-yun fat's king mongkut is every measure of foster's anna , perhaps even more so . 
this is the chow yun-fat that hong kong cinema has been in love with for nearly twenty years . 
he is imposing , yet vulnerable , playful , but stern . 
it is an impressively assured and nuanced performance . 
precious time is stolen from the movie's 155 minutes running time by an unengaging subplot involving one the king's concubines ( bai ling ) and her love of a commoner . 
it strikes with the subtlety of siam's fabled white elephant as it stomps through the leisurely paced story . 
some may be put off by the action filled climax of the movie . 
although a bit inconsistent in tone from the rest of the film , it fits within the established subplot of a perceived siege by neighboring burma , a country backed by the british . 
anna and the king transcends being a predictable , traditional love story by avoiding mawkishness . 
it shows a seduction of intelligence . 
ever mindful of each other's positions , anna and king mongkut negotiate a maze of social customs , conflicting world views and lost loved ones to connect on a level that ultimately proves deeply satisfying , if not achingly bittersweet . 
",pos
"the soldiers of three kings have taken their cue from movies about vietnam . 
 ( fitting , since the media-saturated gulf war became a pop entertainment . ) 
while driving through a long , flat iraqi desert ( in a humvee with a bart simpson hood ornament ) , one of the men under special forces sgt . 
maj . archie gates' ( who's steering ) command requests a beach boys tune . 
these men want their apocalypse now moment , only instead of surfing , they bop to the music and skeet shoot out the back of the vehicle , armed with automatic rifles . 
our three kings ( okay , four ) are good fighters , but they don't necessarily take operation desert storm seriously-it's a reprieve from their hellish day jobs . 
they are gates , new father sgt . 
troy barlow ( wahlberg ) , sgt . 
chief elgin ( cube ) , and pvt . 
conrad vig ( music video director jonze ) . 
at story's start , president bush has declared a ceasefire , and american troops are tying up loose ends . 
barlow , elgin , and vig discover during a round up of iraqi captives an "" ass-map "" that points to a bunker filled with gold bullion . 
gates leaves his jurisdiction to commandeer the situation ; he proposes-demands-that barlow , elgin , and vig join him on a treasure hunt . 
ditching his escort , a relentless reporter named adriana cruz ( nora dunn ) , is easy . 
so is finding the treasure , until the four men realize the magnitude of discord still breathing in iraq : saddam's men are threatening the dictator's detractors ( citizens of his own country ) with violence . 
when gates and company arrive at the bunker with a stolen truck , ready to loot , the unarmed rebels want help . 
 ( bush encouraged them to rise up against the government , but provided no military support for such cause . ) 
gates convinces the vault's guards that this is a post-war mission , and even accepts their assistance in loading the truck . 
the situation could go off without a hitch : the former enemies bear no grudges . 
but the money hungry gates has a conscience , and when one female bystander is shot by a sadistic grunt before these americans have left the scene , he orders barlow , elgin and vig to open fire on the surrounding arab forces . 
the result : barlow is kidnapped , and the filmmakers imply that these would-be kings are seeing more action than they ever did during wartime . 
barlow is eventually locked in a dank room and wired up to a shocking device . 
his interrogator lost his family to the bombs , and he wants barlow to imagine the demise of his own wife and child . 
 ( he does , in chilling , lasting images . ) 
i liked these scenes best , because the political became personal . 
it's one thing to champion the plight of thousands ; it's another to see a ceiling cave in atop a baby in a crib . 
russell has shocked us before : his first film , spanking the monkey , is about a young man's affair with his bedridden mother . 
 ( it's great . ) 
his second , flirting with disaster , features a character who has an armpit fetish . 
one could argue that it's easier to make an audience react to such sexual deviance than explosions , though ; russell disturbs us in three kings by being no-nonsense about the violence . 
when barlow conjures the detonation of his suburban home , russell mutes the sound-we're paying attention to the debris instead of thx bombast . 
three kings is russell's first visually arresting picture . 
stylistically , it stands apart from other war dramas . 
newton thomas sigel's cinematography of the exteriors is overexposed and extremely grainy , which is , of course , entirely appropriate . 
one practically breaks out in sweat staring at the screen . 
 ( a friend enthusiastically added , "" it's like having sand in your eyes . "" ) 
this also helps to blur the fact that the actual locations are far removed from the persian gulf facade . 
 ( three kings was shot in arizona , california , and mexico . ) 
russell throws plenty at sigel's camera for it to observe-as was the case with russell's previous efforts , the most absurd moments are also the film's most realistic , even the most poignant . 
 ( we watch a bullet puncture an organ from the inside . ) 
if anything , three kings settles down and stops surprising us . 
its climax is pure hollywood , no doubt the answer to why a major studio felt comfortable getting into bed with the indie-minded russell . 
subsequently , the characters become more cartoonish-barlow's post-torture revelry felt phony , and chief , a strong presence in the first third , fails to escape the god-fearing-ultra-serious-anti-racist-black-man-of-power clich ? -so much for cube avoiding token status . 
 ( the arab players , on the other hand , duck stereotype . ) 
clooney , too , transforms into a blandly heroic protestor-marching with the rebels , i waited for him to shout , "" let my people go ! "" 
hayseed vig notwithstanding , the protagonists are very intelligent , and self-serving , too ; i had a glimmer of hope , based on russell's filmography , that our antiheroes would revert to their greedy selves at some juncture . 
 ( it's not spoiling much to write that . ) 
then again , what historical importance would such nastiness serve ? 
 ( there's already enough cynicism in the film's mentioning of kuwait's oil-infested waters . ) 
russell offers the masses a primer on the oft-dismissed gulf conflict , and pulled off a neat trick : a war tale full of battles that takes place after a truce has been declared . 
if he set out to make something socially/culturally/politically/globally significant , he succeeded . 
with flair . 
",pos
"studio expectations must not have been high for "" great expectations "" -- the film's release date was pushed from late december to late january at what appeared to be the last minute , therefore putting any academy awards chances it has off until this time in 1999 . 
it's actually a smart move , because while this updated take on the charles dickens tale isn't quite oscar fodder , it * is * strong enough to be distinguished from the cinematic dumping ground that usually makes up the first five or six weeks of any given year . 
 "" great expectations "" also demonstrates how to modernize a classic story right , especially after the excruciatingly wretched excesses of baz luhrmann's "" william shakespeare's romeo + juliet . "" 
 "" great expectations "" opens somewhere in 1970s florida ( the original story is set in 19th-century england ) , as eight-year-old finn ( jeremy james kissner ) meets a trio of people who will have a profound effect on his life in the future . 
there's icy , 11-year-old estella ( raquel beaudene ) , a pseudo-playmate of finn's ; ms . dinsmoor ( anne bancroft ) , estella's auntie who's quite off-kilter over a past romance that never took off ; and a mysterious prisoner ( robert de niro ) whom finn saves the life of . 
finn , who lives with his sister's affable boyfriend ( lone star's chris cooper ) , fancies himself an aspiring artist , and proves his prowess by whipping up an unusual portrait of estella using only ms . dinsmoor's lipstick , eyebrow pencil and the wallpaper from her dilapidating mansion . 
flash forward into the '90s ( after a brief stop in the '80s ) , and finn ( now played by ethan hawke ) , despondent over a strange hot-and-cold relationship with the elusive estella ( gwyneth paltrow ) , receives quite a bit of money from an unknown benefactor ; it's enough cash to send him to new york to focus on a career in art . 
there , finn seems to gain everything he could ever want -- wealth , prestige and a high place in the glamorous art world . 
when estella resurfaces -- albeit with an aloof fianc ? ( hank azaria ) -- finn also sees the chance to renew their mutual attraction . 
but she's not the only ghost from finn's past that's going to be paying him a visit . 
comparisons with the afore-mentioned "" romeo + juliet "" seem inevitable since these films are the only ones in recent memory to plop classic drama into a current setting . 
 "" great expectations "" is a much better venture , though , because it treats its source with even-handed respect , where "" romeo "" was never quite sure whether to be a spoof , a homage or both . 
the movie is a visual banquet thanks to emmanuel lubezki's sexy cinematography ; notably , he captures a revisited fountain kiss between the two leads with a luscious , erotic charge that's steamier than the film's ( surprisingly muted ) love scenes . 
the eclectic rock soundtrack compliments the on-screen action beautifully , especially new songs by tori amos , mono and duncan sheik . 
acting credits are first-rate , often hiding the screenplay's occasional slip-ups . 
hawke is sincere and solid as a leading man ( something we also learned from "" gattaca "" ) , and his finn is quite a likeable guy . 
paltrow's estella , on the other hand , is rather underdeveloped . 
while the actress is at her icily seductive best , we're not told very much about her character , and as a result , it's often hard to understand why finn would appreciate her beyond a physical level ( but , oh , * what * a physical level ) ; sometimes , we root for finn although we don't quite understand why she's fueling his fire . 
robert de niro is nice and sophisticated in the benevolent kind of role he rarely gets to play ; on the other end of the acting spectrum is bancroft , a macabre , throaty delight who mambos and sucks down cigarettes with an eerie enthusiasm that would make norma desmond jealous . 
alfonso cuaron's visually elegant direction helps to distract from the dry moments that pop up more frequently around the movie's climax . 
another problem is predictability ; you can guess your way through the plot even if you aren't familiar with the story . 
despite its script flaws , though , "" great expectations "" is undeniably romantic without being corny or gloppy . 
and frankly , it's nice to see a film that embraces softened sensuality other than explicit sexuality . 
perhaps that renovated release date , awfully close to valentine's day , will end up helping "" great expectations "" ' seemingly average box office chances after all . 
",pos
"i love this movie , and i've just seen for the umptenth time . 
unfortunately , it is also completly unknown and very few have seen it . 
it's my mission in life to spread the word : see this movie ! 
fred , george , doug and howie are reaching middleage . 
three of them have a wife , kids and a house in the suburb with a mortgage to pay . 
only fred is still a bachelor . 
together they take the local train every morning to work in town . 
on one of their organized thursday evenings at a bar , fred tells them of his boss and the arrangements he has made to keep a mistress . 
he has gotten an apartment in downtown where he can meet her but has told his wife that he needs the apartment to spend the night after staff meetings every thursday night . 
since they always split everything four ways , they decide that they should get an apartment with a young woman as well , kathy . 
however , kathy isn't completly honest to them . 
in fact , she is a sociology student writing a thesis about the sex life of the suburban male . 
with these four species she believes that she will make a very good paper . 
ok , have one thing clear though . 
the romantic rendezvous' between kathy and each of the men are completly innocent . 
the script stays above the waist - or to be precise , above the neck . 
noboyd claims that kathy is their mistress , the four guys call her their 'companion' . 
the censorship board here in sweden considered it to be suitable only for people above 15 years , but that only shows how long ago 1962 was . 
small children could watch this without being corrupted . 
kim novak is as lovely as always in this movie , even if she seems to be a bit too old for a student . 
james garner is the playboy just like in many other movies . 
i liked howard morris the best as howard the accountant who has to diet to support his wife . 
tony randall is funny as always . 
1962 was more than 35 years ago . 
how many accountants , copywriters or investment bankers can today afford to live in a house in the suburb with a lot of kids and a wife who does not work ? 
this is the white middle class , i can't remember that i saw any blacks on the commuter train they use . 
these are the people who can count on their kids to live an even better life than themselves . 
perhaps this should also be a subject for a thesis in movie sociology ? 
",pos
" "" six days , seven nights "" is a summer movie that gets the summer movie experience deliciously right , a commendable achievement considering the season thus far has been littered with some pretty uneven fare . 
here's a genuinely fun fluff piece that knows it's fluff , recognizes it's fluff and is admittedly proud to be fluff . 
of course , the casting of harrison ford in the broadly comedic lead role plays a sizeable part in the movie's success ; ford is such a concentrated dramatic actor that it's easy to forget what a funny guy he can be . 
as his female counterpart , anne heche also deserves a big pat on the back for her sweet , goofily charismatic performance . 
the age difference ( ford's 56 , heche's 29 ) matters not -- these two click in a charged way that's hard to come by . 
the story is a no-brainer -- ford stars as gruff but loveable island aviator quinn harris , while heche is career-minded but loveable new york magazine editor robin monroe . 
robin , on a tropical vacation with fianc ? frank ( david schwimmer ) , gets assigned to supervise an emergency photo shoot in nearby tahiti , so she reluctantly hires quinn to fly her there . 
the plane crashes during a terrible storm , and they immediately find themselves stuck in a deserted paradise with few ideas on getting back to civilization . 
a series of unpleasant , often hilarious catastrophes leaves little choice but for both members of this unlikely odd couple to fall for each other . 
meanwhile , back at the resort , frank is tempted himself by quinn's shapely female tagalong ( jacqueline obradors ) . 
that subplot obviously exists to get us rooting for the quinn-robin pairing , and while it makes for a few good laughs early on , it eventually becomes a contrived distraction from the far more engrossing misadventures of quinn and robin . 
and since the film spends most of its time with the castaways , this flaw is only a minor inconvenience . 
director ivan reitman keeps the pace brisk . 
at a slim 101 minutes , "" six days , seven nights "" never wears out its welcome , where a lesser film could have felt like it was as long as its title . 
michael browning's clever screenplay allows for plenty of notable one-liners ( my favorite , taken in context , is "" you mean _arrrgh_ pirates ? "" ) , and though it essentially boils down to one mishap after another , they're all quite engaging . 
even the movie's more "" serious "" moments are played with a wink . 
heche has been under undeserved fire over whether or not her private life with ellen degeneres would affect the "" believability "" of "" six days , seven nights "" ' heterosexual pairing . 
 ( so she's a lesbian . 
so what . 
deal with it . ) 
of course it doesn't , and here , her naysayers are proved wrong in a big way . 
in fact , her chemistry with ford is what really makes the film click ; these opposites attract with the utmost , endearing electricity . 
at one point , when the two are discussing the likelihood of romantic interest , heche asks ford how old he is . 
after several wrong guesses ( "" forty-five ? 
_fifty_ ? "" ) , he whispers his age to her . 
 "" you still look good , "" heche stammers . 
 "" i still _am_ good , "" ford replies . 
she's good too , and together , they make "" six days , seven nights "" one memorable ride . 
",pos
"some of my friends who went to live in usa complain about one thing - that country is very different from the one depicted in hollywood movies . 
that is especially true for those who end up somewhere in that unexplored land between los angeles and new york where they find , to their big surprise , that the majority of people vote republican , go to church every sunday and usually don't tolerate liberal attitudes that are taken for granted in an average american film . 
such rude awakening , however , can happen in another direction - conservative people are sometimes forced to discover unpleasant truths about world they live in . 
something like that happens to jake van dorn ( george c . scott ) , successful grand rapids businessman who shares strong calvinist convictions with the rest of his community . 
one day his daughter kristen ( ilah davis ) disappears from calvinist youth convention in california . 
van dorn is worried because he doesn't believe that his daughter would run from home . 
however , the truth delivered by private investigator andy mast ( peter boyle ) is even harder - kristen is spotted in cheap pornographic film . 
infuriated van dorn is unsatisfied with the way mast's investigation is going , so he goes to los angeles to search for kristen himself . 
unfortunately , he lacks experience and the quest , that brought him to the utter depths of sex underworld , is fruitless . 
things change when he devises cunning plan and , while doing it , stumbles on sympathetic prostitute and part time porno actress nicky ( season hubley ) . 
almost two decades after its release , hardcore is mostly forgotten by critics and film scholars . 
it is a real shame , because very few movies in today's hollywood would dare tackle controversial issues that writer and director paul schrader explored in his second directorial attempt . 
in late 1970s , it was totally different situation - films were expected to have mature , serious themes for the mature audience . 
for schrader this film was nice opportunity to expand the subplot of his previous work , taxi driver - one that deals with the great generational divide that tormented the american society in 1970s . 
on one side we have an old america that sticks to the puritan ideals of hard work and strict morals that made that country great . 
but that america is obviously unable to cope with the new challenges brought by the social turmoil in 1960s and , instead of facing them , prefers to live in rural , conservative cocoons . 
the new america , on the other hand , fares no better - ideals of the so-called "" sexual revolution "" , same as all other "" revolutions "" of the swinging sixties , degraded into exploitation and depravity . 
instead of being "" liberated "" , baby boomers are stuck with their own inability to cope with the newly discovered freedoms . 
schrader very cleverly brings the idea that those two americas , actually , aren't so far away - nice example is a brilliant scene in which van dorn , already described as an authoritarian and paternalistic capitalist , meets sleazy porno producer ; the latter one also turns out to be authoritarian , paternalistic and very dedicated to this job . 
the difference between the two is simply in the line of work . 
many contemporary critics actually accused schrader of promoting conservative agenda . 
on the surface , it may look that way - audience is forced to sympathise with van dorn and his quest . 
in the first scenes , he is portrayed as nice family man who actually doesn't deserve to experience parent's worst nightmare . 
the scene in the porno cinema that reveals kristen's fate is extremely cruel ; pain and humiliation , brought by oscar-winning actor george c . scott , is of such intensity , that the audience feels sorry for him and simply must support his agenda . 
van dorn is perhaps flawed , and the subtle hints lead to the unflattering truth at the end ; but the viewers simply know that his cause is just , and that prodigal daughter must be better off with her loving father than with the sleazy pornographers that only want to exploit her body . 
on the other hand , schrader , who grew up in an environment very much like van dorn's ( his own parents wouldn't allow him to watch movies until he was 18 ) , knows better and tries to bring another side of coin . 
even the people connected with sex underworld can show redeeming qualities - like nicky , who actually tries to improve her life , and sleazy detective who develops something like a conscience at the end . 
unfortunately , schrader fails to erase the impact of the shocking scene at the beginning , and his attempt to reconcile the opposing sides of america seems lost in somewhat clich ? d finale . 
the script is slightly flawed , and schrader as director doesn't show too much originality - his style seems too influenced by techniques that scorsese used in taxi driver . 
apart from the scenes in grand rapids , those two films even look alike . 
but the content might be more than interesting for today's viewer , especially those inspired by the current 70s revival . 
until boogie nights , no hollywood mainstream movie ever dared to explore the phenomenon of pornography in 1970s . 
hardcore , on the other hand , might serve as precious document , because it depicts sex film industry in the period often regarded as the golden age by connoisseurs - before the advent of video , when many of the porno filmmakers could afford to think of themselves as artists . 
the view of such age and the industry is very unflattering , though , but for the film whose main character takes time to explain calvinist doctrines to the audience , that shouldn't be too surprising . 
anyway , despite some flaws , hardcore remains very interesting and powerful piece of cinema . 
",pos
" "" a private matter "" is based on the true story of sherri finkbine and the events in her life during the 1960s . 
after becoming pregnant ( for the fifth time ) she learns that some tranquilizers she had taken have seriously deformed her unborn child . 
she and her husband decide , with the help of her doctor , to have an abortion . 
but this is the 1960s , and abortion is illegal . 
her doctor has made arrangements to have the procedure performed withing the law , by claiming that the child is endangering the mother's life . 
everything is about to work out just fine , until sherri has the uncontrollable urge to talk about her situation with a local reporter . 
this sets off a media frenzy and immediately sherri is the most hated woman in the world . 
she and her husband are fired from their jobs , reporters are surrounding their home at all times , and most importantly , no one in the country ( and eventually other countries ) will perform the abortion . 
this causes emotion problems for all involved . 
 "" a private matter "" is a fascinating story and it's hard to believe that this only happened 30 years or so ago . 
it's only flaw is that not once is there ever a satisfactory confrontation with sherri and any of her opponents . 
one woman passing her on the street telss her to burn in hell , and when sherri appropriately yells back , "" just tell me what i'm supposed to do , "" the woman has no answer . 
no one apparently had an answer , they just wanted to control what should have been only the choice of sherri and her husband . 
this is an important film , telling an important story . 
it's not just about not wanting another child , it's about not wanting a child who will cause severe changes in their family , none of which could be beneficial . 
sydney pollack served as executive producer for this made for hbo movie . 
",pos
"john carpenter directed this stylish and gory vampire flick to which has it's good side and it's bad . 
it's held up by some good performances and dazzling special effects leading up to an ending that's pretty satisfying . 
james woods gives an outstanding performance that almost covers up the movie . 
the good side : some neat scenes of vampires and violence . 
the bad : no scares . 
yes that's right , even though being directed by one of horror's most cherished directors , 'vampires' is the least bit scary , if not at all . 
james woods stars as jack a vampire hunter out to stop the plans of the 'master' vampire valek played by thomas ian griffith whom wants vampires to walk in the daylight . 
daniel baldwin plays his sidekick montoya , a wise-cracking guy who really isn't that funny . 
in the opening scene jack along with montoya and the team of vampire hunters , find an abandoned house to which vampire occupy . 
of course we all know sunshine kills vampires , and that is just how they kill these vampires : hooking them to ropes and dragging them outside letting them burn to death . 
after throwing a party for what happened , the vampires that did not die come back to trash it . 
they kill almost all of jack's team , leaving only a few alive . 
sheryl lee plays a prostitute katrina who was bitten by valek , but not yet turned into a vampire . 
she is rescued by jack and ? flees with them on their search for valek . 
they have to fight they're way against vampires , leading up to a finale that is well-done with great special effects . 
'vampires' definately could have been done better . 
the make-up , special effects and story are first rate , but there is no scares or terror that the film could have had . 
it to me had more humor than horror , almost being compared to 'fright night' with the mix of violence and comedy . 
john carpenter does a great job of directing this film . 
he eases through some tough times and saves the flaws , which are noticeable but forgettable . 
the script is clever and funny , with many lines that make us laugh out loud . 
i much enjoyed 'vampires' with a few exceptions . 
it's one of those films you see but don't take to heart . 
you enjoy the time you spent and go on . 
the recently released 'psycho' is the same way , it's not as good as you'd hope but it is fun and entertaining . 
'vampires' is a good horror flick with no scares but plenty of other content to please the viewer . 
",pos
"at first glance , daylight would seem like your typical disaster movie . 
on second glance it looks that way too . 
although , as typical disaster movies go , daylight isn't that bad . 
admittedly , it seems to rip off a great deal of its plot devices from disaster flicks of days gone by ( think poseidon adventure ) . 
but the decent dialogue and surprisingly good acting make up for the "" haven't i seen this scene somewhere before ? "" 
feeling that creeps up all too often during the film . 
sylvester stallone stars as the recently fired head of new york's emergency response team . 
by sheer luck , he is in the right place at the right time when disaster strikes the unaware inhabitants of this little film . 
 "" what disaster is that ? "" 
you ask , as you inch ever closer to the edge of your seat . 
glad you asked . 
through a whole sequence of entirely probable events ( about as probable as hitting the lottery ) a large explosion takes place in the lincoln tunnel running under the hudson river in new york city . 
the explosion results in the tunnel collapsing at both ends , which causes not only massive loss of life , but traps a dozen people inside the wreckage of the tunnel . 
good old sly , who is only feet away from entering the tunnel when it collapses , offers his services to the rescuers , who gladly accept it . 
sly then enters the tunnel through a vent shaft ( think judge dredd ) which he can only go in , and not out off , and proceeds to try to rescue those trapped inside . 
so begins the fun , but the fun has to be quick , because this tunnel has started to spring a leak . 
the acting is about what you would expect of a stallone movie . 
not superb by any means , but far above some of his other films ( think judge dredd again ) . 
daylight's acting is probably average , or a little above , in terms of this sort of genre , starring this particular star . 
amy brenneman is the only actor of any note , and she does a pretty good job as stallone's reluctant helper . 
oh yeah , stallone's real life son , sage , is in this too . 
sage -- nice name . 
i guess it could be worse , he could have been named nutmeg or parsley . 
note to sage -- you are still young . 
go to school and get a good education -- you don't have a future in acting . 
the plot runs along the same lines as the acting -- interesting , but predictable . 
mostly due to the fact that it was pretty well recycled from a dozen other action flicks . 
the biggest problem with a film of this nature is that they try to cram too many things into the movie . 
as soon as the cast clears one seemingly impossible hurdle , another one seems to pop right up , even worse than the last one . 
i realize that it wouldn't be much of a movie otherwise , but it does make the movie a bit predictable . 
adding to the predictability is the cast of characters , which of course , has to include at least one or two difficult people who want to do things their own way and think the qualified guy ( in this case stallone ) doesn't know what he is doing . 
why is it in disaster movies we can never have everyone agree with each other and all work together ? 
would this be too much to ask ? 
can't we all just get along ? 
special effects weren't bad -- but i've certainly seen better . 
some of the scenes , while fun to watch , were such blatant rip-offs that you had to wonder if scripts from old movies were just copied verbatim . 
especially all of the scenes that involved anything underwater ( the tunnel , of course , starts to flood ) . 
i really expected gene hackman , roddy mcdowell and ernest borgnine to appear at any minute -- i wasn't sure if i was watching daylight or the poseidon adventure . 
i suppose if you have to rip off a movie for good ideas , the poseidon adventure is a good one to use . 
the underwater sequences ( aside from the deja vu ) were very well shot and worked fairly well . 
they were the best part of the movie by a long shot . 
better than average stallone flick . 
i realize that's not saying much when the man has judge dredd on his resume . 
but certainly not up to the standards of cliffhanger . 
daylight is a fun movie , and as long as you aren't expecting a whole lot you might even be pleasantly surprised . 
",pos
"robert benton has assembled a stellar , mature cast for his latest feature , twilight , a film noir mystery set amid the fading stars of hollywood . 
paul newman stars as retired detective harry ross . 
harry has spent the last couple of years doing odd jobs for jack and catherine ames ( gene hackman and susan sarandon ) , a pair of married actors who have fallen from the limelight . 
when jack sends him on a routine delivery job , however , the old instincts kick in . 
soon , harry is wading through a mystery where friendships and lives are on the line , and he no longer knows who to trust . 
there are plenty of familiar faces throughout twilight , in addition to newman , hackman and sarandon . 
james garner plays raymond hope , a former cop and one of harry's best friends . 
stockard channing plays verna , harry's former partner , and possibly a former love interest . 
reese witherspoon is mel , the distrustful daughter of the ames' , and liev schrieber is her scuzzy boyfriend . 
giancarlo esposito appears as harry's bumbling detective protigi , and john spencer is a suspicious police captain . 
with a cast like that , it's almost worth watching twilight just to stargaze . 
luckily , there's more to the film than some sort of actor's recognition ceremony . 
twilight has a solid film noir-ish plot . 
it may not have as many twists and turns as some of the classics , but it has much more than a lot of what passes for film these days . 
the major cast members all deliver strong performances , as can be expected of their caliber . 
however , none of them have that little extra oomph which would make them memorable . 
the supporting cast is enjoyable , if a little underdrawn . 
stockard channing's character , in particular , is a cipher . 
there's more to her character than the film takes the time to describe . 
it's a minor , but irritating , flaw . 
with a solid cast , and a good plot , there's a lot to recommend about twilight . 
it's biggest flaw is actually its short running time . 
at a slim 94 minutes , there's a lot of stuff that's packed into an awfully small package . 
still , the chance to see newman , sarandon and hackman working together is worth a cramp or two . 
",pos
"synopsis : an attractive mute makeup artist , working on an ultra-cheesy slasher movie in moscow , witnesses the production of a brutal snuff film and is subsequently chased by really bad russians . 
meanwhile , the artist's sister and boyfriend clumsily try to save her . 
comments : mute witness came as a surprise to me the first time i watched it . 
drawn by the clever artwork on the video box , i rented the film expecting a complete turkey . 
mute witness , however , was original , offbeat , and well-made . 
it's one of those cool little finds that no one seems to know about . 
i've subsequently found it at most video rental places i visit , and it may be seen , on occasion , on the independent film channel . 
the first hour of mute witness is extremely tense , as billy , the quite believable mute heroine , sees members of the russian mob brutally kill a prostitute while filming an illegal snuff film . 
the rest of the film takes good advantage of billy's vulnerable position as a mute foreigner in moscow being pursued by powerful criminal figures . 
to throw a curveball into the fray , billy's sister karen and her filmmaking beau become bizarre figures of comic relief to offset several violent sequences in what are some genuinely funny scenes . 
a disappointingly trite ending and occasional comic blunders are the only two things which mar this otherwise suspenseful film . 
look for alec guinness ( obi-wan kenobi from the first star wars trilogy ) in a small role as the evil reaper . 
definately check this movie out ; although , as a word of warning , it does contain several scenes of rather grisly violence which certainly aren't for the squeamish . 
",pos
